Event occurred at,Analyst,Quality score (sourcing),Quality score (writing),Action,Request,Request created at,Job,Wait time (min),Waiting for,Analysts available,Analysts occupied,Total jobs available,Review jobs available,Vetting jobs available,Planning jobs available,Editing jobs available,Sourcing jobs available,Writing jobs available
06/22/2017 15:33:11,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,2,"vetting, planning, editing, sourcing, writing",6,19,5,2,1,2,0,0,0
06/22/2017 15:32:36,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,2,"vetting, planning, editing, sourcing, writing",5,19,5,2,1,2,0,0,0
06/22/2017 15:32:36,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,2,"vetting, planning, editing, sourcing, writing",5,19,5,2,1,2,0,0,0
06/22/2017 15:32:01,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,1,"vetting, planning, editing, sourcing, writing",5,19,5,2,1,2,0,0,0
06/22/2017 15:30:50,95130c93e28b36bcb5ecd7e747b4d5c2,0,0,Declined Job,594c1abc73dd9c002873cdb8,06/22/2017 15:30:04,sourcing,16,sourcing,5,19,5,2,1,2,0,0,0
06/22/2017 15:30:15,95130c93e28b36bcb5ecd7e747b4d5c2,0,0,Assigned Job,594c1abc73dd9c002873cdb8,06/22/2017 15:30:04,sourcing,16,sourcing,5,18,6,2,1,2,0,1,0
06/22/2017 15:27:20,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,2,"vetting, planning, editing, sourcing, writing",5,17,4,2,1,1,0,0,0
06/22/2017 15:26:45,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,1,"vetting, planning, editing, sourcing, writing",5,17,4,2,1,1,0,0,0
06/22/2017 15:26:45,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,1,"vetting, planning, editing, sourcing, writing",5,17,4,2,1,1,0,0,0
06/22/2017 15:26:10,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,1,"vetting, planning, editing, sourcing, writing",6,17,4,2,1,1,0,0,0
06/22/2017 15:23:50,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,2,"vetting, planning, editing, sourcing, writing",8,17,4,2,1,1,0,0,0
06/22/2017 15:23:15,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,1,"vetting, planning, editing, sourcing, writing",7,17,4,2,1,1,0,0,0
06/22/2017 15:23:15,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,1,"vetting, planning, editing, sourcing, writing",7,17,4,2,1,1,0,0,0
06/22/2017 15:22:39,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c151273dd9c002873cd98,06/22/2017 15:05:54,vetting,1,"vetting, planning, editing, sourcing, writing",8,17,4,2,1,1,0,0,0
06/22/2017 15:19:23,62060850630c7afe54fd59151413d237,4.82,4.82,Accepted Job,594c0b883b593b002812506e,06/22/2017 14:25:12,vetting,1,"vetting, planning, editing, sourcing, writing",7,17,4,2,1,1,0,0,0
06/22/2017 15:19:09,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c0b883b593b002812506e,06/22/2017 14:25:12,vetting,1,"vetting, planning, editing, sourcing, writing",8,17,5,2,2,1,0,0,0
06/22/2017 15:19:09,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c0b883b593b002812506e,06/22/2017 14:25:12,vetting,1,"vetting, planning, editing, sourcing, writing",8,17,5,2,2,1,0,0,0
06/22/2017 15:18:34,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c0b883b593b002812506e,06/22/2017 14:25:12,vetting,1,"vetting, planning, editing, sourcing, writing",8,17,5,2,2,1,0,0,0
06/22/2017 15:16:09,62060850630c7afe54fd59151413d237,4.82,4.82,Accepted Job,594c15a573dd9c002873cda1,06/22/2017 15:08:21,vetting,2,"vetting, planning, editing, sourcing, writing",5,17,5,2,2,1,0,0,0
06/22/2017 15:15:38,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c15a573dd9c002873cda1,06/22/2017 15:08:21,vetting,1,"vetting, planning, editing, sourcing, writing",6,17,6,2,3,1,0,0,0
06/22/2017 15:15:38,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c15a573dd9c002873cda1,06/22/2017 15:08:21,vetting,1,"vetting, planning, editing, sourcing, writing",6,17,6,2,3,1,0,0,0
06/22/2017 15:15:03,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c15a573dd9c002873cda1,06/22/2017 15:08:21,vetting,1,"vetting, planning, editing, sourcing, writing",6,16,6,2,3,1,0,0,0
06/22/2017 15:15:03,c2d7982e24aadeea8921108d0eb756d8,4.45,4.45,Declined Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,4,"sourcing, writing",6,16,6,2,3,1,0,0,0
06/22/2017 15:14:28,c2d7982e24aadeea8921108d0eb756d8,4.45,4.45,Assigned Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,3,"sourcing, writing",4,15,7,2,3,1,0,1,0
06/22/2017 15:14:28,c2d7982e24aadeea8921108d0eb756d8,4.45,4.45,Declined Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,3,"sourcing, writing",4,15,7,2,3,1,0,1,0
06/22/2017 15:13:53,c2d7982e24aadeea8921108d0eb756d8,4.45,4.45,Assigned Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,3,"sourcing, writing",6,14,8,2,3,2,0,1,0
06/22/2017 15:13:53,85c7b78e76b5232cd38014ea4cdc8f56,4.35,4.35,Declined Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,4,sourcing,6,14,8,2,3,2,0,1,0
06/22/2017 15:13:18,85c7b78e76b5232cd38014ea4cdc8f56,4.35,4.35,Assigned Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,4,sourcing,6,14,8,2,3,2,0,1,0
06/22/2017 15:13:18,85c7b78e76b5232cd38014ea4cdc8f56,4.35,4.35,Declined Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,4,sourcing,6,14,8,2,3,2,0,1,0
06/22/2017 15:12:45,62060850630c7afe54fd59151413d237,4.82,4.82,Accepted Job,594bfcde70709600281a12b8,06/22/2017 13:22:38,vetting,2,"vetting, planning, editing, sourcing, writing",6,13,8,2,3,2,0,1,0
06/22/2017 15:12:42,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594bfcde70709600281a12b8,06/22/2017 13:22:38,vetting,2,"vetting, planning, editing, sourcing, writing",8,13,9,2,4,2,0,1,0
06/22/2017 15:12:42,85c7b78e76b5232cd38014ea4cdc8f56,4.35,4.35,Assigned Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,3,sourcing,8,13,9,2,4,2,0,1,0
06/22/2017 15:12:42,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594bfcde70709600281a12b8,06/22/2017 13:22:38,vetting,2,"vetting, planning, editing, sourcing, writing",8,13,9,2,4,2,0,1,0
06/22/2017 15:12:42,608b40f66ef114c6d9f5c95021290f69,0,0,Declined Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,28,"sourcing, writing",8,13,9,2,4,2,0,1,0
06/22/2017 15:12:07,608b40f66ef114c6d9f5c95021290f69,0,0,Assigned Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,28,"sourcing, writing",7,13,9,2,4,2,0,1,0
06/22/2017 15:12:07,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594bfcde70709600281a12b8,06/22/2017 13:22:38,vetting,1,"vetting, planning, editing, sourcing, writing",7,13,9,2,4,2,0,1,0
06/22/2017 15:12:07,608b40f66ef114c6d9f5c95021290f69,0,0,Declined Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,28,"sourcing, writing",7,13,9,2,4,2,0,1,0
06/22/2017 15:11:32,608b40f66ef114c6d9f5c95021290f69,0,0,Assigned Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,sourcing,27,"sourcing, writing",6,13,9,2,4,2,0,1,0
06/22/2017 15:06:54,62060850630c7afe54fd59151413d237,4.82,4.82,Accepted Job,594c0645b99a200028ff12fe,06/22/2017 14:02:45,vetting,1,"vetting, planning, editing, sourcing, writing",6,15,7,1,3,3,0,0,0
06/22/2017 15:06:50,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c0645b99a200028ff12fe,06/22/2017 14:02:45,vetting,1,"vetting, planning, editing, sourcing, writing",7,16,7,0,4,3,0,0,0
06/22/2017 15:06:50,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c0645b99a200028ff12fe,06/22/2017 14:02:45,vetting,1,"vetting, planning, editing, sourcing, writing",7,16,7,0,4,3,0,0,0
06/22/2017 15:06:15,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c0645b99a200028ff12fe,06/22/2017 14:02:45,vetting,1,"vetting, planning, editing, sourcing, writing",6,16,7,0,4,3,0,0,0
06/22/2017 15:05:05,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c0645b99a200028ff12fe,06/22/2017 14:02:45,vetting,2,"vetting, planning, editing, sourcing, writing",6,16,6,0,3,3,0,0,0
06/22/2017 15:04:30,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c0645b99a200028ff12fe,06/22/2017 14:02:45,vetting,2,"vetting, planning, editing, sourcing, writing",6,16,6,0,3,3,0,0,0
06/22/2017 15:04:30,62060850630c7afe54fd59151413d237,4.82,4.82,Declined Job,594c0645b99a200028ff12fe,06/22/2017 14:02:45,vetting,2,"vetting, planning, editing, sourcing, writing",6,16,6,0,3,3,0,0,0
06/22/2017 15:03:55,62060850630c7afe54fd59151413d237,4.82,4.82,Assigned Job,594c0645b99a200028ff12fe,06/22/2017 14:02:45,vetting,1,"vetting, planning, editing, sourcing, writing",5,16,6,0,3,3,0,0,0
06/22/2017 14:59:17,732e4a29b2e318bce3c1e923276ddf51,5,5,Accepted Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,review,1,review,5,15,6,0,3,3,0,0,0
06/22/2017 14:59:14,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,review,1,review,6,15,7,1,3,3,0,0,0
06/22/2017 14:57:01,de71db592b02c988670ca3d301a02568,5,5,Accepted Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,writing,1,writing,5,16,7,1,3,3,0,0,0
06/22/2017 14:56:54,de71db592b02c988670ca3d301a02568,5,5,Assigned Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,writing,1,writing,5,16,8,1,3,3,0,0,1
06/22/2017 14:54:37,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Accepted Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,writing,4,"sourcing, writing",4,14,7,1,3,3,0,0,0
06/22/2017 14:54:34,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Assigned Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,writing,4,"sourcing, writing",4,14,8,1,3,3,0,0,1
06/22/2017 14:49:53,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,review,1,"review, planning",5,15,7,1,3,3,0,0,0
06/22/2017 14:47:00,710dbda77cade1eced9c735c08e6e38d,5,5,Accepted Job,594bec5e95e2ce005840c25a,06/22/2017 12:12:14,sourcing,1,sourcing,5,14,7,1,3,3,0,0,0
06/22/2017 14:46:57,710dbda77cade1eced9c735c08e6e38d,5,5,Assigned Job,594bec5e95e2ce005840c25a,06/22/2017 12:12:14,sourcing,1,sourcing,6,14,8,1,3,3,0,1,0
06/22/2017 14:39:23,732e4a29b2e318bce3c1e923276ddf51,5,5,Accepted Job,594bec5e95e2ce005840c25a,06/22/2017 12:12:14,planning,1,"review, planning",3,15,6,0,3,3,0,0,0
06/22/2017 14:39:21,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5e95e2ce005840c25a,06/22/2017 12:12:14,planning,1,"review, planning",4,15,7,0,3,4,0,0,0
06/22/2017 14:36:25,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5e95e2ce005840c25a,06/22/2017 12:12:14,planning,1,"review, planning",6,15,7,0,3,4,0,0,0
06/22/2017 14:35:52,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec83fd2cf400280aa965,06/22/2017 12:12:51,planning,1,planning,6,14,7,0,3,4,0,0,0
06/22/2017 14:35:50,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec83fd2cf400280aa965,06/22/2017 12:12:51,planning,1,planning,7,14,8,0,3,5,0,0,0
06/22/2017 14:33:36,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Accepted Job,594bec7ffd2cf400280aa953,06/22/2017 12:12:47,sourcing,1,"editing, sourcing, writing",5,14,7,0,3,4,0,0,0
06/22/2017 14:33:35,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Accepted Job,594bec7ffd2cf400280aa953,06/22/2017 12:12:47,sourcing,1,"editing, sourcing, writing",5,14,7,0,3,4,0,0,0
06/22/2017 14:33:29,d5aa695af013ee5baaeeccfb7ca50c80,4.7,4.7,Assigned Job,594bec7ffd2cf400280aa953,06/22/2017 12:12:47,sourcing,1,"editing, sourcing, writing",6,14,8,0,3,4,0,1,0
06/22/2017 14:31:47,83f00c2268afaf459715f4c52e16dd23,4.43,4.43,Accepted Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,sourcing,7,"sourcing, writing",4,18,7,0,3,4,0,0,0
06/22/2017 14:31:43,83f00c2268afaf459715f4c52e16dd23,4.43,4.43,Assigned Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,sourcing,7,"sourcing, writing",5,18,9,0,3,5,0,1,0
06/22/2017 14:31:12,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,planning,1,planning,4,16,7,0,3,4,0,0,0
06/22/2017 14:31:08,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec81fd2cf400280aa95c,06/22/2017 12:12:49,planning,1,planning,5,16,8,0,3,5,0,0,0
06/22/2017 14:30:59,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Accepted Job,594bec7ffd2cf400280aa953,06/22/2017 12:12:47,sourcing,26,,5,15,8,0,3,5,0,0,0
06/22/2017 14:30:54,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Accepted Job,594bec7ffd2cf400280aa953,06/22/2017 12:12:47,sourcing,26,sourcing,5,15,8,0,3,5,0,0,0
06/22/2017 14:30:33,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Assigned Job,594bec7ffd2cf400280aa953,06/22/2017 12:12:47,sourcing,26,sourcing,5,15,9,0,3,5,0,1,0
06/22/2017 14:24:23,9286ce84f2401fbd6635f7d768c3cad1,0,0,Accepted Job,594bec5e95e2ce005840c252,06/22/2017 12:12:14,sourcing,11,sourcing,4,15,7,0,2,5,0,0,0
06/22/2017 14:24:07,9286ce84f2401fbd6635f7d768c3cad1,0,0,Assigned Job,594bec5e95e2ce005840c252,06/22/2017 12:12:14,sourcing,11,sourcing,6,15,8,0,2,5,0,1,0
06/22/2017 14:10:41,732e4a29b2e318bce3c1e923276ddf51,5,5,Accepted Job,594bec5e95e2ce005840c252,06/22/2017 12:12:14,planning,1,"review, planning",4,13,7,0,2,5,0,0,0
06/22/2017 14:10:40,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5e95e2ce005840c252,06/22/2017 12:12:14,planning,1,"review, planning",5,13,8,0,2,6,0,0,0
06/22/2017 14:04:23,2df8ce7d317c7d89dfa95be7695d2de0,0,0,Accepted Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,sourcing,4,sourcing,2,12,8,0,2,6,0,0,0
06/22/2017 14:04:14,2df8ce7d317c7d89dfa95be7695d2de0,0,0,Assigned Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,sourcing,4,sourcing,3,12,10,0,2,7,0,1,0
06/22/2017 14:02:36,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Accepted Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,sourcing,20,sourcing,4,11,7,0,1,6,0,0,0
06/22/2017 14:02:34,d74c4a7423dd3ee0a78de5481c364823,4.65,4.65,Accepted Job,594bcdd780f13f00405cd4f0,06/22/2017 10:01:59,sourcing,26,"editing, sourcing, writing",5,11,9,0,1,7,0,1,0
06/22/2017 14:02:28,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Assigned Job,594bcdd680f13f00405cd4e8,06/22/2017 10:01:58,sourcing,20,sourcing,6,11,11,0,1,8,0,2,0
06/22/2017 14:02:28,d74c4a7423dd3ee0a78de5481c364823,4.65,4.65,Assigned Job,594bcdd780f13f00405cd4f0,06/22/2017 10:01:59,sourcing,26,"editing, sourcing, writing",6,11,11,0,1,8,0,2,0
06/22/2017 13:43:27,d6eaa4eeb52b4d62ec78299454763870,4.6,4.6,Accepted Job,594bec5c95e2ce005840c242,06/22/2017 12:12:12,sourcing,16,"sourcing, writing",6,11,8,0,1,7,0,0,0
06/22/2017 13:43:11,d6eaa4eeb52b4d62ec78299454763870,4.6,4.6,Assigned Job,594bec5c95e2ce005840c242,06/22/2017 12:12:12,sourcing,16,"sourcing, writing",5,11,9,0,1,7,0,1,0
06/22/2017 13:42:38,732e4a29b2e318bce3c1e923276ddf51,5,5,Accepted Job,594bec5d95e2ce005840c24a,06/22/2017 12:12:13,planning,1,"review, planning",6,12,8,0,1,7,0,0,0
06/22/2017 13:42:36,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5d95e2ce005840c24a,06/22/2017 12:12:13,planning,1,"review, planning",7,12,9,0,1,8,0,0,0
06/22/2017 13:38:35,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Accepted Job,594bec5c95e2ce005840c242,06/22/2017 12:12:12,sourcing,15,sourcing,6,11,9,0,1,8,0,0,0
06/22/2017 13:38:30,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Assigned Job,594bec5c95e2ce005840c242,06/22/2017 12:12:12,sourcing,15,sourcing,6,11,10,0,1,8,0,1,0
06/22/2017 13:32:46,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec7ffd2cf400280aa953,06/22/2017 12:12:47,planning,1,planning,4,12,9,0,1,8,0,0,0
06/22/2017 13:32:40,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec7ffd2cf400280aa953,06/22/2017 12:12:47,planning,1,planning,5,12,10,0,1,9,0,0,0
06/22/2017 13:29:19,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec5e95e2ce005840c25a,06/22/2017 12:12:14,planning,1,planning,3,11,9,0,1,8,0,0,0
06/22/2017 13:29:09,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec5e95e2ce005840c25a,06/22/2017 12:12:14,planning,1,planning,4,11,10,0,1,9,0,0,0
06/22/2017 13:28:01,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec5e95e2ce005840c252,06/22/2017 12:12:14,planning,1,planning,2,10,9,0,1,8,0,0,0
06/22/2017 13:28:01,732e4a29b2e318bce3c1e923276ddf51,5,5,Accepted Job,594bec5c95e2ce005840c242,06/22/2017 12:12:12,planning,1,planning,4,10,10,0,1,9,0,0,0
06/22/2017 13:27:59,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5c95e2ce005840c242,06/22/2017 12:12:12,planning,1,planning,5,10,11,0,1,10,0,0,0
06/22/2017 13:27:59,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec5e95e2ce005840c252,06/22/2017 12:12:14,planning,1,planning,5,10,11,0,1,10,0,0,0
06/22/2017 13:26:19,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec5d95e2ce005840c24a,06/22/2017 12:12:13,planning,1,planning,3,11,10,0,1,9,0,0,0
06/22/2017 13:26:14,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec5d95e2ce005840c24a,06/22/2017 12:12:13,planning,1,planning,4,10,11,0,1,10,0,0,0
06/22/2017 13:25:08,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Accepted Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,writing,30,writing,4,10,9,0,0,9,0,0,0
06/22/2017 13:25:06,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594bfcde70709600281a12b8,06/22/2017 13:22:38,vetting,1,"review, vetting",5,10,10,0,0,9,0,0,1
06/22/2017 13:25:03,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594bfcde70709600281a12b8,06/22/2017 13:22:38,vetting,1,"review, vetting",6,10,11,0,1,9,0,0,1
06/22/2017 13:25:03,39b71201151caf98fd10afce50cfc83e,4.85,4.85,Assigned Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,writing,30,writing,6,10,11,0,1,9,0,0,1
06/22/2017 13:24:35,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec5c95e2ce005840c242,06/22/2017 12:12:12,planning,1,planning,5,9,11,0,1,10,0,0,0
06/22/2017 13:24:28,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec5c95e2ce005840c242,06/22/2017 12:12:12,planning,1,planning,6,10,12,0,1,11,0,0,0
06/22/2017 13:22:16,30ea4ac9222bfa53b3849df49d6f26f0,0,0,Accepted Job,594bec5b95e2ce005840c232,06/22/2017 12:12:11,sourcing,2,sourcing,5,9,10,0,0,10,0,0,0
06/22/2017 13:22:08,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5c95e2ce005840c23a,06/22/2017 12:12:12,planning,1,planning,7,9,11,0,0,10,0,1,0
06/22/2017 13:22:08,30ea4ac9222bfa53b3849df49d6f26f0,0,0,Assigned Job,594bec5b95e2ce005840c232,06/22/2017 12:12:11,sourcing,2,sourcing,7,9,11,0,0,10,0,1,0
06/22/2017 13:21:01,642782c690c8d963c487300a4751e220,4.97,4.97,Accepted Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,source review,23,"review, vetting",5,9,10,0,0,10,0,0,0
06/22/2017 13:20:58,642782c690c8d963c487300a4751e220,4.97,4.97,Assigned Job,594b945bf8b866004036d9c3,06/22/2017 5:56:43,source review,22,"review, vetting",6,9,11,1,0,10,0,0,0
06/22/2017 13:20:25,732e4a29b2e318bce3c1e923276ddf51,5,5,Accepted Job,594bec5b95e2ce005840c232,06/22/2017 12:12:11,planning,1,planning,4,8,10,0,0,10,0,0,0
06/22/2017 13:20:23,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5b95e2ce005840c232,06/22/2017 12:12:11,planning,1,planning,5,8,11,0,0,11,0,0,0
06/22/2017 13:19:50,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Accepted Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,sourcing,1,"sourcing, writing",3,7,11,0,0,11,0,0,0
06/22/2017 13:19:48,0e9802516f8a79dd0d45211dd4ee74af,4.5,4.5,Assigned Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,sourcing,1,"sourcing, writing",5,7,12,0,0,11,0,1,0
06/22/2017 13:19:48,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Declined Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,sourcing,27,sourcing,5,7,12,0,0,11,0,1,0
06/22/2017 13:19:13,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Assigned Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,sourcing,27,sourcing,5,8,12,0,0,11,0,1,0
06/22/2017 13:19:13,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Declined Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,sourcing,27,sourcing,5,8,12,0,0,11,0,1,0
06/22/2017 13:18:37,9fa24ddce8fd9d1526d9d7451304fc74,4.89,4.89,Assigned Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,sourcing,26,sourcing,5,8,12,0,0,11,0,1,0
06/22/2017 13:16:28,de71db592b02c988670ca3d301a02568,5,5,Accepted Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,editing,1,"editing, writing",6,10,10,0,0,10,0,0,0
06/22/2017 13:16:17,de71db592b02c988670ca3d301a02568,5,5,Assigned Job,5949a81c4d1319005556396c,06/20/2017 18:56:28,editing,1,"editing, writing",6,10,11,0,0,10,1,0,0
06/22/2017 13:12:52,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec5c95e2ce005840c23a,06/22/2017 12:12:12,planning,1,planning,4,8,11,0,0,10,1,0,0
06/22/2017 13:12:47,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec5c95e2ce005840c23a,06/22/2017 12:12:12,planning,1,planning,5,8,12,0,0,11,1,0,0
06/22/2017 13:09:23,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec5b95e2ce005840c232,06/22/2017 12:12:11,planning,1,planning,5,8,10,0,0,10,0,0,0
06/22/2017 13:09:19,732e4a29b2e318bce3c1e923276ddf51,5,5,Accepted Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,planning,1,planning,6,8,11,0,0,11,0,0,0
06/22/2017 13:09:17,732e4a29b2e318bce3c1e923276ddf51,5,5,Assigned Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,planning,1,planning,7,8,12,0,0,12,0,0,0
06/22/2017 13:09:17,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec5b95e2ce005840c232,06/22/2017 12:12:11,planning,1,planning,7,8,12,0,0,12,0,0,0
06/22/2017 13:05:52,206de922289a1f9f5ee250fc71308628,3.14,3.14,Accepted Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,1,writing,4,9,11,0,0,11,0,0,0
06/22/2017 13:05:46,206de922289a1f9f5ee250fc71308628,3.14,3.14,Assigned Job,594aead5ef88150028311172,06/21/2017 17:53:25,writing,1,writing,5,9,12,0,0,11,0,0,1
06/22/2017 12:58:51,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Accepted Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,planning,1,planning,4,7,12,0,0,11,0,0,1
06/22/2017 12:58:46,94959cf2d0b592d0fa1e5e9cf760a1c7,5,5,Assigned Job,594bec5a95e2ce005840c22a,06/22/2017 12:12:10,planning,1,planning,5,7,13,0,0,12,0,0,1
